Episodio,Score,Passos,Resultado,Pousou,Colisao,Timeout,VelocidadeAngularMedia,VelocidadeAngularMaxima,Epsilon,LossMedia
4811,-45.6134,186,crash,0,1,0,0.80754,1.989947,0.382015,0.3725
4812,-44.1001,177,crash,0,1,0,0.70982,1.553179,0.381938,0.162676
4813,184.3226,412,landed,1,0,0,0.240616,1.276496,0.381862,0.253085
4814,-45.6828,1000,timeout,0,0,1,0.067626,0.918688,0.381786,0.234017
4815,-52.315,170,crash,0,1,0,0.712259,1.703527,0.381709,0.148844
4816,-0.7784,1000,timeout,0,0,1,0.150327,1.324156,0.381633,0.223645
4817,-22.0891,1000,timeout,0,0,1,0.178723,1.658181,0.381556,0.281506
4818,-53.8105,182,crash,0,1,0,0.309713,0.97422,0.38148,0.322646
4819,-16.6745,1000,timeout,0,0,1,0.157698,1.546983,0.381404,0.211567
4820,-51.2368,173,crash,0,1,0,0.311486,0.97884,0.381328,0.097822
4821,-20.4242,1000,timeout,0,0,1,0.116561,1.552218,0.381251,0.202159
4822,-4.105,1000,timeout,0,0,1,0.111009,1.259705,0.381175,0.186518
4823,-17.352,1000,timeout,0,0,1,0.203098,1.445171,0.381099,0.152026
4824,-53.4334,176,crash,0,1,0,0.227415,0.596004,0.381023,0.147038
4825,-40.2013,187,crash,0,1,0,0.771544,1.820474,0.380946,0.183257
4826,-17.1561,1000,timeout,0,0,1,0.141048,1.425356,0.38087,0.152162
4827,13.3061,1000,timeout,0,0,1,0.187293,1.488383,0.380794,0.171542
4828,-63.4004,265,crash,0,1,0,0.579781,1.413867,0.380718,0.211544
4829,-60.1516,1000,timeout,0,0,1,0.029393,0.522445,0.380642,0.131953
4830,-28.8932,1000,timeout,0,0,1,0.075391,1.161156,0.380566,0.216898
4831,-10.0094,1000,timeout,0,0,1,0.117735,1.271161,0.38049,0.204022
4832,-61.3778,170,crash,0,1,0,0.122419,0.387398,0.380413,0.140347
4833,-35.8711,186,crash,0,1,0,0.530624,1.355692,0.380337,0.223267
4834,-36.2047,182,crash,0,1,0,0.771761,1.51611,0.380261,0.174025
4835,-43.3469,175,crash,0,1,0,0.798057,1.553838,0.380185,0.192965
4836,-27.6017,1000,timeout,0,0,1,0.052785,0.572798,0.380109,0.235337
4837,-44.4528,180,crash,0,1,0,0.696032,1.611933,0.380033,0.173404
4838,-25.7571,179,crash,0,1,0,0.741584,1.610855,0.379957,0.317424
4839,-15.3117,1000,timeout,0,0,1,0.135459,1.163806,0.379881,0.20165
4840,-53.0458,197,crash,0,1,0,0.523738,1.419164,0.379805,0.268358
4841,-21.2589,1000,timeout,0,0,1,0.061423,0.831042,0.379729,0.230277
4842,-46.6899,194,crash,0,1,0,0.612562,1.229824,0.379653,0.211178
4843,-28.313,1000,timeout,0,0,1,0.131173,1.344563,0.379577,0.19719
4844,-39.9431,177,crash,0,1,0,0.59519,1.258418,0.379501,0.260737
4845,-55.1164,170,crash,0,1,0,0.205716,0.594744,0.379426,0.145746
4846,-38.7823,178,crash,0,1,0,0.654399,1.298894,0.37935,0.23079
4847,-46.4337,175,crash,0,1,0,0.418256,1.199102,0.379274,0.332611
4848,-48.7634,207,crash,0,1,0,0.686345,1.467031,0.379198,0.295585
4849,-52.9665,191,crash,0,1,0,0.786132,1.679274,0.379122,0.166947
4850,-15.5027,1000,timeout,0,0,1,0.096975,1.453333,0.379046,0.191321
4851,-46.0603,175,crash,0,1,0,0.410664,1.199566,0.37897,0.196581
4852,-32.5863,1000,timeout,0,0,1,0.156155,1.776945,0.378895,0.31972
4853,-51.9301,174,crash,0,1,0,0.800812,1.719461,0.378819,0.121576
4854,-42.1928,170,crash,0,1,0,0.603678,1.482483,0.378743,0.326212
4855,-66.1016,180,crash,0,1,0,0.20972,0.568483,0.378667,0.254844
4856,-51.682,166,crash,0,1,0,0.373199,1.124813,0.378592,0.353086
4857,-54.5978,173,crash,0,1,0,0.242858,0.619552,0.378516,0.151598
4858,-55.2101,157,crash,0,1,0,0.092651,0.385815,0.37844,0.242826
4859,-44.365,1000,timeout,0,0,1,0.127706,1.238386,0.378365,0.24785
4860,-5.8308,1000,timeout,0,0,1,0.139915,1.57553,0.378289,0.271475
4861,-55.5508,171,crash,0,1,0,0.117042,0.517851,0.378213,0.247932
4862,-40.9313,186,crash,0,1,0,0.633146,1.344641,0.378138,0.139173
4863,-41.0627,192,crash,0,1,0,0.596701,1.469111,0.378062,0.221124
4864,-34.4767,1000,timeout,0,0,1,0.028255,0.538042,0.377986,0.226139
4865,-56.5004,174,crash,0,1,0,0.098572,0.538042,0.377911,0.167481
4866,-50.4206,200,crash,0,1,0,0.770014,1.553811,0.377835,0.26073
4867,-47.1266,167,crash,0,1,0,0.446044,0.924542,0.37776,0.263131
4868,-59.6512,1000,timeout,0,0,1,0.080794,0.939083,0.377684,0.217507
4869,-25.2812,1000,timeout,0,0,1,0.114477,1.214114,0.377608,0.186695
4870,-64.676,218,crash,0,1,0,0.871577,1.87014,0.377533,0.159897
4871,-43.5782,183,crash,0,1,0,0.522926,1.264489,0.377457,0.095937
4872,-25.6478,1000,timeout,0,0,1,0.118302,1.247135,0.377382,0.255523
4873,-48.3092,177,crash,0,1,0,0.407494,1.206395,0.377306,0.154818
4874,-45.0914,184,crash,0,1,0,0.492241,1.209863,0.377231,0.272773
4875,-41.2741,171,crash,0,1,0,0.731761,1.556179,0.377156,0.331467
4876,-48.2909,1000,timeout,0,0,1,0.10379,1.507254,0.37708,0.341999
4877,-47.5141,173,crash,0,1,0,0.436777,1.279558,0.377005,0.218978
4878,-36.1625,198,crash,0,1,0,0.708182,1.65863,0.376929,0.23273
4879,-40.3339,207,crash,0,1,0,0.711049,1.446678,0.376854,0.165127
4880,-35.1733,214,crash,0,1,0,0.630414,1.770355,0.376779,0.387349
4881,-64.7039,1000,timeout,0,0,1,0.057643,0.749253,0.376703,0.227528
4882,-43.5931,188,crash,0,1,0,0.638176,1.462291,0.376628,0.201241
4883,-36.8739,193,crash,0,1,0,0.651144,1.635607,0.376553,0.277063
4884,-73.3087,209,crash,0,1,0,0.478798,1.160936,0.376477,0.345188
4885,-51.3198,171,crash,0,1,0,0.313914,0.942308,0.376402,0.388488
4886,-69.7787,196,crash,0,1,0,0.693857,1.612759,0.376327,0.338406
4887,-66.455,173,crash,0,1,0,0.378912,1.232977,0.376251,0.189594
4888,-36.2379,240,crash,0,1,0,0.804104,1.907882,0.376176,0.332046
4889,-48.5775,1000,timeout,0,0,1,0.149752,1.363899,0.376101,0.2983
4890,-34.4147,1000,timeout,0,0,1,0.147295,1.671414,0.376026,0.202933
4891,-65.2436,167,crash,0,1,0,0.254551,0.764418,0.37595,0.313057
4892,-70.7987,185,crash,0,1,0,0.507715,1.264278,0.375875,0.310816
4893,-29.6931,1000,timeout,0,0,1,0.048052,0.826618,0.3758,0.248271
4894,-33.7463,200,crash,0,1,0,0.573513,1.353579,0.375725,0.205042
4895,-69.8374,191,crash,0,1,0,0.087953,0.276736,0.37565,0.233089
4896,-10.4066,1000,timeout,0,0,1,0.23584,1.459177,0.375575,0.325515
4897,-28.6053,1000,timeout,0,0,1,0.058178,1.161123,0.3755,0.177661
4898,-31.7086,1000,timeout,0,0,1,0.038742,0.755811,0.375424,0.266838
4899,-35.9547,192,crash,0,1,0,0.759418,1.820074,0.375349,0.219337
4900,-45.3784,188,crash,0,1,0,0.764184,1.919187,0.375274,0.10435
4901,-32.9208,182,crash,0,1,0,0.656543,1.401454,0.375199,0.244739
4902,-55.3034,171,crash,0,1,0,0.206028,0.678297,0.375124,0.296507
4903,-42.3383,176,crash,0,1,0,0.629816,1.651505,0.375049,0.154703
4904,-59.2863,272,crash,0,1,0,0.537675,1.367163,0.374974,0.209369
4905,-45.6281,196,crash,0,1,0,0.728251,1.858422,0.374899,0.12221
4906,-31.2953,1000,timeout,0,0,1,0.122093,1.367834,0.374824,0.286389
4907,-42.1773,187,crash,0,1,0,0.437473,1.233596,0.374749,0.33757
4908,-56.079,246,crash,0,1,0,0.760434,1.542538,0.374674,0.157934
4909,-74.4329,192,crash,0,1,0,0.530044,1.395598,0.374599,0.269399
4910,-59.3317,238,crash,0,1,0,0.574944,1.587919,0.374524,0.383491
4911,-37.7029,193,crash,0,1,0,0.687998,1.619336,0.37445,0.290193
4912,-57.9226,218,crash,0,1,0,0.615731,1.588939,0.374375,0.430082
4913,6.283,1000,timeout,0,0,1,0.143064,1.331812,0.3743,0.308159
4914,-49.983,184,crash,0,1,0,0.410681,1.27389,0.374225,0.133336
4915,-32.6759,1000,timeout,0,0,1,0.048152,0.879673,0.37415,0.30386
4916,-54.4735,321,crash,0,1,0,0.33913,1.329532,0.374075,0.222633
4917,11.5891,1000,timeout,0,0,1,0.211189,1.606428,0.374,0.37834
4918,-56.703,165,crash,0,1,0,0.175089,0.664864,0.373926,0.42595
4919,-23.7918,1000,timeout,0,0,1,0.104575,1.442866,0.373851,0.258806
4920,-63.4604,163,crash,0,1,0,0.169696,0.455845,0.373776,0.160339
4921,-66.9814,223,crash,0,1,0,0.406887,1.502368,0.373701,0.323886
4922,-77.4344,202,crash,0,1,0,0.601274,1.552224,0.373627,0.431167
4923,-60.7925,170,crash,0,1,0,0.19075,0.484518,0.373552,0.286943
4924,-72.4206,188,crash,0,1,0,0.472023,1.475897,0.373477,0.167033
4925,-35.8552,1000,timeout,0,0,1,0.031549,0.404563,0.373402,0.342233
4926,-61.6572,202,crash,0,1,0,0.766411,1.807701,0.373328,0.28681
4927,-32.1281,202,crash,0,1,0,0.645565,1.764119,0.373253,0.383994
4928,-69.5844,201,crash,0,1,0,0.472013,1.18741,0.373178,0.243158
4929,-79.6428,843,crash,0,1,0,0.08684,1.062249,0.373104,0.2913
4930,-2.0135,1000,timeout,0,0,1,0.12482,1.392503,0.373029,0.264764
4931,-29.3997,1000,timeout,0,0,1,0.113672,1.339095,0.372955,0.225541
4932,-34.8202,1000,timeout,0,0,1,0.13993,1.415548,0.37288,0.203759
4933,-3.248,1000,timeout,0,0,1,0.122049,1.362601,0.372805,0.273233
4934,-40.4572,194,crash,0,1,0,0.691424,1.325447,0.372731,0.055269
4935,-7.1871,1000,timeout,0,0,1,0.186293,1.649545,0.372656,0.3615
4936,-28.4791,1000,timeout,0,0,1,0.065595,1.026725,0.372582,0.307398
4937,3.0181,1000,timeout,0,0,1,0.136664,1.336473,0.372507,0.297567
4938,-53.2999,1000,timeout,0,0,1,0.033969,0.538042,0.372433,0.34137
4939,-51.0721,1000,timeout,0,0,1,0.057417,1.022093,0.372358,0.214177
4940,-60.1205,271,crash,0,1,0,0.47093,1.396172,0.372284,0.185215
4941,-46.1388,176,crash,0,1,0,0.63023,1.242061,0.372209,0.363786
4942,-33.0992,1000,timeout,0,0,1,0.02924,0.382787,0.372135,0.275891
4943,-32.0806,1000,timeout,0,0,1,0.114011,1.274536,0.37206,0.351253
4944,-47.9997,172,crash,0,1,0,0.456638,1.250781,0.371986,0.147911
4945,-37.5973,204,crash,0,1,0,0.630716,1.652496,0.371912,0.238871
4946,-59.7588,1000,timeout,0,0,1,0.022775,0.236812,0.371837,0.233221
4947,-55.613,168,crash,0,1,0,0.370882,0.948657,0.371763,0.28622
4948,-50.444,179,crash,0,1,0,0.522067,1.276659,0.371689,0.188873
4949,-54.8588,231,crash,0,1,0,0.717488,1.378328,0.371614,0.428394
4950,-33.133,1000,timeout,0,0,1,0.024041,0.344523,0.37154,0.280108
4951,-66.6697,1000,timeout,0,0,1,0.074426,1.13838,0.371466,0.232741
4952,-70.9322,217,crash,0,1,0,0.647632,1.455223,0.371391,0.35124
4953,-33.5719,1000,timeout,0,0,1,0.021812,0.461926,0.371317,0.185325
4954,-59.4243,154,crash,0,1,0,0.282017,1.025971,0.371243,0.19184
4955,-52.9155,174,crash,0,1,0,0.303551,1.011649,0.371169,0.260112
4956,-48.7364,182,crash,0,1,0,0.409015,1.140684,0.371094,0.233043
4957,-40.5197,216,crash,0,1,0,0.606326,1.604569,0.37102,0.270214
4958,-43.7997,194,crash,0,1,0,0.45106,1.300142,0.370946,0.296546
4959,-63.6412,1000,timeout,0,0,1,0.04547,1.017596,0.370872,0.221819
4960,-55.4779,164,crash,0,1,0,0.1473,0.455092,0.370797,0.202156
4961,-66.6293,1000,timeout,0,0,1,0.073578,0.855084,0.370723,0.269669
4962,168.1114,953,landed,1,0,0,0.027913,0.387406,0.370649,0.267374
4963,-34.459,210,crash,0,1,0,0.513754,1.321154,0.370575,0.444909
4964,-66.6606,233,crash,0,1,0,0.33754,1.259378,0.370501,0.425749
4965,173.695,280,landed,1,0,0,0.080206,0.296935,0.370427,0.267456
4966,-60.6075,217,crash,0,1,0,0.696762,1.259957,0.370353,0.360511
4967,-63.1408,1000,timeout,0,0,1,0.043184,0.466795,0.370279,0.257628
4968,-34.6054,207,crash,0,1,0,0.511824,1.144336,0.370205,0.233677
4969,-50.485,173,crash,0,1,0,0.433587,1.206731,0.370131,0.329695
4970,-17.9116,1000,timeout,0,0,1,0.228514,1.568043,0.370057,0.269183
4971,-63.7188,258,crash,0,1,0,0.337026,1.136855,0.369983,0.242992
4972,-32.1103,1000,timeout,0,0,1,0.057651,0.826512,0.369909,0.333241
4973,4.6189,1000,timeout,0,0,1,0.126719,1.02316,0.369835,0.398435
4974,-45.879,189,crash,0,1,0,0.37848,1.139563,0.369761,0.177669
4975,1.881,1000,timeout,0,0,1,0.129238,1.482357,0.369687,0.323842
4976,-43.2609,185,crash,0,1,0,0.513285,1.079164,0.369613,0.384727
4977,-53.8624,394,crash,0,1,0,0.259475,1.196705,0.369539,0.206075
4978,-30.3394,1000,timeout,0,0,1,0.062409,0.863208,0.369465,0.253106
4979,-53.7714,1000,timeout,0,0,1,0.143496,1.350314,0.369391,0.326499
4980,174.0241,284,landed,1,0,0,0.073865,0.367587,0.369317,0.144985
4981,-56.9801,247,crash,0,1,0,0.754004,1.616976,0.369243,0.321301
4982,-57.9724,1000,timeout,0,0,1,0.026513,0.26551,0.369169,0.287058
4983,-56.9507,253,crash,0,1,0,0.637724,1.418714,0.369096,0.351532
4984,-60.2675,243,crash,0,1,0,0.453463,1.089772,0.369022,0.354105
4985,-47.5704,180,crash,0,1,0,0.408494,1.097779,0.368948,0.304877
4986,-75.7697,177,crash,0,1,0,0.183064,0.656787,0.368874,0.303663
4987,170.6871,992,landed,1,0,0,0.033499,0.360892,0.3688,0.256745
4988,-51.6922,182,crash,0,1,0,0.433706,1.084082,0.368727,0.296084
4989,-5.8637,1000,timeout,0,0,1,0.106481,1.583515,0.368653,0.233066
4990,-51.0967,187,crash,0,1,0,0.406936,0.909022,0.368579,0.29049
4991,-34.6699,1000,timeout,0,0,1,0.034313,0.529858,0.368505,0.223373
4992,-42.4476,182,crash,0,1,0,0.532494,1.131694,0.368432,0.097392
4993,-59.2535,171,crash,0,1,0,0.164968,0.375254,0.368358,0.055046
4994,-49.9568,181,crash,0,1,0,0.356383,1.005993,0.368284,0.388104
4995,-49.2875,1000,timeout,0,0,1,0.118781,1.215397,0.368211,0.308948
4996,-67.4056,210,crash,0,1,0,0.605007,1.243285,0.368137,0.205559
4997,-65.6084,242,crash,0,1,0,0.247188,0.958616,0.368063,0.181423
4998,-78.0817,222,crash,0,1,0,0.588552,1.460635,0.36799,0.325401
4999,-59.2208,182,crash,0,1,0,0.157243,0.460953,0.367916,0.268062
5000,-55.3066,1000,timeout,0,0,1,0.036955,0.608864,0.367843,0.238446
5001,-34.4801,1000,timeout,0,0,1,0.050516,0.592383,0.367769,0.285216
5002,-28.8755,1000,timeout,0,0,1,0.057561,0.922372,0.367696,0.248666
5003,12.7987,1000,timeout,0,0,1,0.171804,1.441701,0.367622,0.27624
5004,-64.7122,234,crash,0,1,0,0.244396,1.022259,0.367548,0.106127
5005,-38.8496,225,crash,0,1,0,0.46671,1.100075,0.367475,0.085854
5006,-43.5446,197,crash,0,1,0,0.392916,1.075327,0.367401,0.270906
5007,-51.5493,1000,timeout,0,0,1,0.045232,0.344804,0.367328,0.216809
5008,2.156,1000,timeout,0,0,1,0.128185,1.294115,0.367255,0.200789
5009,-57.8543,254,crash,0,1,0,0.313167,1.054161,0.367181,0.132494
5010,-46.5599,1000,timeout,0,0,1,0.059775,0.81706,0.367108,0.211997
5011,-47.7331,199,crash,0,1,0,0.411971,1.008452,0.367034,0.287433
5012,-67.9311,212,crash,0,1,0,0.248613,0.860979,0.366961,0.231604
5013,-28.4569,1000,timeout,0,0,1,0.035474,0.472661,0.366887,0.310481
5014,15.8626,1000,timeout,0,0,1,0.143042,1.321444,0.366814,0.290383
5015,-52.3888,1000,timeout,0,0,1,0.100812,1.29188,0.366741,0.169037
5016,-67.4133,229,crash,0,1,0,0.485046,1.341886,0.366667,0.145406
5017,-52.7116,179,crash,0,1,0,0.363816,0.941269,0.366594,0.220889
5018,-59.9656,160,crash,0,1,0,0.123336,0.529958,0.366521,0.26161
5019,-34.383,1000,timeout,0,0,1,0.050487,1.01009,0.366447,0.196678
5020,-54.8338,190,crash,0,1,0,0.230915,0.738151,0.366374,0.162385
5021,-52.3609,226,crash,0,1,0,0.771512,1.587812,0.366301,0.376502
5022,-58.0517,166,crash,0,1,0,0.149449,0.538042,0.366228,0.153166
5023,-46.2195,184,crash,0,1,0,0.511,1.185441,0.366154,0.259807
5024,-60.7243,281,crash,0,1,0,0.19392,0.742074,0.366081,0.126485
5025,-61.7603,236,crash,0,1,0,0.222761,0.753569,0.366008,0.218413
5026,-47.0991,176,crash,0,1,0,0.412547,1.24944,0.365935,0.090119
5027,-65.4635,170,crash,0,1,0,0.183297,0.673755,0.365861,0.29867
5028,-45.8695,206,crash,0,1,0,0.390508,1.168573,0.365788,0.2386
5029,-36.8415,222,crash,0,1,0,0.492538,1.391572,0.365715,0.359203
5030,-47.6954,176,crash,0,1,0,0.56177,1.549673,0.365642,0.322118
5031,-34.708,1000,timeout,0,0,1,0.041894,0.515208,0.365569,0.284811
5032,-57.9112,248,crash,0,1,0,0.40937,1.23085,0.365496,0.190506
5033,-56.9173,186,crash,0,1,0,0.654328,1.608323,0.365423,0.157663
5034,-37.1456,1000,timeout,0,0,1,0.03983,0.819328,0.36535,0.241465
5035,-54.2292,232,crash,0,1,0,0.350957,1.220056,0.365276,0.336975
5036,-36.7458,216,crash,0,1,0,0.56012,1.371842,0.365203,0.340821
5037,-51.4809,1000,timeout,0,0,1,0.037142,0.450051,0.36513,0.304675
5038,-41.4944,1000,timeout,0,0,1,0.072925,0.952293,0.365057,0.346217
5039,-47.5668,186,crash,0,1,0,0.418421,1.119956,0.364984,0.264278
5040,-32.9023,1000,timeout,0,0,1,0.033274,0.299028,0.364911,0.269245
5041,-50.0674,1000,timeout,0,0,1,0.047563,1.015008,0.364838,0.276227
5042,-53.1114,1000,timeout,0,0,1,0.026038,0.325148,0.364765,0.258228
5043,-5.7412,1000,timeout,0,0,1,0.105535,1.174805,0.364692,0.268106
5044,-53.9698,1000,timeout,0,0,1,0.039903,0.593027,0.36462,0.23702
5045,-47.4244,1000,timeout,0,0,1,0.03876,0.64107,0.364547,0.162734
5046,-53.6795,234,crash,0,1,0,0.343063,0.911934,0.364474,0.29705
5047,-44.7159,185,crash,0,1,0,0.439054,1.123504,0.364401,0.354808
5048,-50.5467,258,crash,0,1,0,0.411952,1.231682,0.364328,0.232682
5049,-30.9266,1000,timeout,0,0,1,0.022289,0.26392,0.364255,0.235266
5050,-17.6959,1000,timeout,0,0,1,0.151444,1.856461,0.364182,0.282131
5051,-36.1845,207,crash,0,1,0,0.722489,1.741385,0.364109,0.189381
5052,-62.7574,242,crash,0,1,0,0.285657,0.876888,0.364037,0.130947
5053,-31.9395,1000,timeout,0,0,1,0.02987,0.489082,0.363964,0.178473
5054,-45.7837,1000,timeout,0,0,1,0.05687,1.006568,0.363891,0.172224
5055,-47.539,1000,timeout,0,0,1,0.05202,0.945572,0.363818,0.223461
5056,-62.9975,300,crash,0,1,0,0.203673,0.936364,0.363745,0.103687
5057,-45.0604,1000,timeout,0,0,1,0.047369,0.634817,0.363673,0.195617
5058,-34.8506,1000,timeout,0,0,1,0.039205,0.360113,0.3636,0.262162
5059,-6.2526,1000,timeout,0,0,1,0.13211,1.371376,0.363527,0.238508
5060,-30.7654,1000,timeout,0,0,1,0.023979,0.284097,0.363454,0.248733
5061,-45.0427,1000,timeout,0,0,1,0.037661,0.36979,0.363382,0.190583
5062,-48.3712,325,crash,0,1,0,0.366535,1.150675,0.363309,0.204324
5063,-2.0183,1000,timeout,0,0,1,0.173261,1.842652,0.363236,0.183495
5064,-31.3121,1000,timeout,0,0,1,0.052105,0.965019,0.363164,0.249656
5065,-55.3103,174,crash,0,1,0,0.585651,1.406733,0.363091,0.149604
5066,-32.0498,1000,timeout,0,0,1,0.026299,0.310535,0.363019,0.349409
5067,-47.9991,255,crash,0,1,0,0.299501,1.196712,0.362946,0.327762
5068,-32.2223,1000,timeout,0,0,1,0.048114,0.797065,0.362873,0.139784
5069,-27.3591,1000,timeout,0,0,1,0.038463,0.385853,0.362801,0.223222
5070,-5.004,1000,timeout,0,0,1,0.11813,1.305387,0.362728,0.241215
5071,-41.5888,191,crash,0,1,0,0.50026,1.223732,0.362656,0.208765
5072,-15.2366,1000,timeout,0,0,1,0.073083,1.004152,0.362583,0.232769
5073,-25.6622,1000,timeout,0,0,1,0.052868,0.738714,0.362511,0.18268
5074,-52.4329,1000,timeout,0,0,1,0.03509,0.280977,0.362438,0.201639
5075,-42.726,206,crash,0,1,0,0.808625,1.604087,0.362366,0.113741
5076,167.6395,977,landed,1,0,0,0.067093,1.07409,0.362293,0.210093
5077,-60.8673,158,crash,0,1,0,0.174094,0.596319,0.362221,0.113598
5078,-29.2997,1000,timeout,0,0,1,0.031551,0.463477,0.362148,0.168573
5079,6.917,1000,timeout,0,0,1,0.150014,1.372407,0.362076,0.19272
5080,-61.3548,246,crash,0,1,0,0.362633,1.156204,0.362003,0.148226
5081,172.4407,531,landed,1,0,0,0.049057,0.370787,0.361931,0.212777
5082,-49.9763,1000,timeout,0,0,1,0.037804,0.537731,0.361859,0.237463
5083,-34.4258,1000,timeout,0,0,1,0.058826,1.15527,0.361786,0.156647
5084,-29.5349,1000,timeout,0,0,1,0.04065,0.385642,0.361714,0.22442
5085,-19.1364,1000,timeout,0,0,1,0.140806,1.303554,0.361642,0.18087
5086,-32.0682,1000,timeout,0,0,1,0.032964,0.514912,0.361569,0.126464
5087,-7.8417,1000,timeout,0,0,1,0.135597,1.600081,0.361497,0.178874
5088,-47.3695,191,crash,0,1,0,0.644649,1.778393,0.361425,0.191237
5089,-27.7948,201,crash,0,1,0,0.775357,1.615392,0.361352,0.220411
5090,-15.6178,1000,timeout,0,0,1,0.194248,1.809605,0.36128,0.164454
5091,-45.276,1000,timeout,0,0,1,0.039253,0.482579,0.361208,0.179694
5092,-61.8772,197,crash,0,1,0,0.256907,0.682456,0.361136,0.213262
5093,-33.9608,1000,timeout,0,0,1,0.03101,0.668108,0.361063,0.230673
5094,-33.3331,204,crash,0,1,0,0.598128,1.365489,0.360991,0.203648
5095,-31.9248,1000,timeout,0,0,1,0.045224,0.790962,0.360919,0.190492
5096,-54.7619,288,crash,0,1,0,0.236365,0.828205,0.360847,0.05928
5097,-58.8919,1000,timeout,0,0,1,0.03589,0.532938,0.360775,0.204833
5098,-34.6718,1000,timeout,0,0,1,0.041843,0.660284,0.360702,0.193429
5099,-35.2743,1000,timeout,0,0,1,0.040459,0.747584,0.36063,0.210874
5100,-46.4656,189,crash,0,1,0,0.470601,1.034564,0.360558,0.108109
5101,-41.1054,236,crash,0,1,0,0.618297,1.425418,0.360486,0.009435
5102,-33.3913,1000,timeout,0,0,1,0.046165,0.71007,0.360414,0.154636
5103,-53.8966,181,crash,0,1,0,0.357034,1.162116,0.360342,0.165262
5104,-41.3822,199,crash,0,1,0,0.389814,0.858984,0.36027,0.337339
5105,-54.4149,1000,timeout,0,0,1,0.024766,0.297053,0.360198,0.109502
5106,-22.4113,1000,timeout,0,0,1,0.03838,0.55622,0.360126,0.122621
5107,-56.4317,1000,timeout,0,0,1,0.043361,0.458409,0.360054,0.159961
5108,-31.6281,1000,timeout,0,0,1,0.06846,0.925602,0.359982,0.121604
5109,-64.1116,190,crash,0,1,0,0.147037,0.348386,0.35991,0.212486
5110,-28.7286,1000,timeout,0,0,1,0.04941,0.738166,0.359838,0.16812
5111,-43.1307,190,crash,0,1,0,0.401815,1.100295,0.359766,0.116297
5112,-35.0677,1000,timeout,0,0,1,0.027354,0.322917,0.359694,0.149762
5113,-27.7517,1000,timeout,0,0,1,0.029855,0.306936,0.359622,0.177643
5114,174.6667,904,landed,1,0,0,0.051904,0.647847,0.35955,0.190284
5115,-24.2519,189,crash,0,1,0,0.668836,1.234063,0.359478,0.283087
5116,-38.4991,1000,timeout,0,0,1,0.149296,1.578183,0.359406,0.185558
5117,-34.2599,1000,timeout,0,0,1,0.035081,0.378231,0.359334,0.217612
5118,-18.7635,1000,timeout,0,0,1,0.139599,1.187476,0.359262,0.14095
5119,-48.854,299,crash,0,1,0,0.205231,0.786801,0.35919,0.078043
5120,2.3894,1000,timeout,0,0,1,0.151853,1.630541,0.359119,0.173926
5121,-30.1436,1000,timeout,0,0,1,0.029586,0.372794,0.359047,0.153431
5122,-30.5066,1000,timeout,0,0,1,0.03993,0.458167,0.358975,0.169977
5123,-47.0841,287,crash,0,1,0,0.150406,0.512514,0.358903,0.080989
5124,-58.4977,186,crash,0,1,0,0.37183,1.106553,0.358831,0.147223
5125,-56.0743,174,crash,0,1,0,0.313241,0.652539,0.35876,0.194597
5126,-25.2227,1000,timeout,0,0,1,0.154948,1.402685,0.358688,0.199702
5127,-53.4211,1000,timeout,0,0,1,0.039999,0.658627,0.358616,0.143132
5128,171.9903,674,landed,1,0,0,0.050467,0.372332,0.358544,0.134687
5129,-54.732,178,crash,0,1,0,0.328874,0.967183,0.358473,0.322702
5130,175.8736,453,landed,1,0,0,0.043122,0.266591,0.358401,0.194556
5131,-33.7236,1000,timeout,0,0,1,0.037803,0.684943,0.358329,0.112341
5132,-29.1832,1000,timeout,0,0,1,0.037018,0.294856,0.358258,0.179377
5133,-51.144,264,crash,0,1,0,0.15975,0.529542,0.358186,0.169768
5134,-32.6838,186,crash,0,1,0,0.573143,1.238452,0.358114,0.074849
5135,-48.3697,266,crash,0,1,0,0.150375,0.715996,0.358043,0.164301
5136,-42.889,187,crash,0,1,0,0.512235,1.126966,0.357971,0.053658
5137,-60.6887,167,crash,0,1,0,0.137986,0.388159,0.3579,0.045471
5138,-41.1553,230,crash,0,1,0,0.318809,0.772697,0.357828,0.129593
5139,-43.3363,206,crash,0,1,0,0.542822,0.994793,0.357756,0.135103
5140,-11.6887,1000,timeout,0,0,1,0.18331,1.7547,0.357685,0.16431
5141,-62.9832,181,crash,0,1,0,0.161982,0.802687,0.357613,0.212273
5142,-44.9991,199,crash,0,1,0,0.502969,1.218587,0.357542,0.155004
5143,-58.2846,168,crash,0,1,0,0.244085,0.519636,0.35747,0.262173
5144,-47.7321,1000,timeout,0,0,1,0.066111,0.558073,0.357399,0.199329
5145,-55.5862,1000,timeout,0,0,1,0.04928,0.45141,0.357327,0.191321
5146,-42.1586,199,crash,0,1,0,0.401621,0.993461,0.357256,0.070105
5147,-37.6714,203,crash,0,1,0,0.531054,1.100697,0.357184,0.069327
5148,-56.7404,236,crash,0,1,0,0.122722,0.568755,0.357113,0.266041
5149,-37.7626,191,crash,0,1,0,0.402633,1.127372,0.357042,0.199399
5150,-32.7435,199,crash,0,1,0,0.624464,1.241192,0.35697,0.198533
5151,-38.618,216,crash,0,1,0,0.434725,0.968432,0.356899,0.227135
5152,-31.5731,1000,timeout,0,0,1,0.042879,0.44932,0.356827,0.199108
