Episodio,Score,Passos,Resultado,Pousou,Colisao,Timeout,VelocidadeAngularMedia,VelocidadeAngularMaxima,Epsilon,LossMedia
919,-42.7632,237,crash,0,1,0,0.321697,0.636125,0.832087,0.340767
920,-62.5001,255,crash,0,1,0,0.107174,0.393871,0.83192,0.426007
921,-81.2017,233,crash,0,1,0,0.266135,0.658849,0.831754,0.396353
922,-61.111,202,crash,0,1,0,0.160636,0.536096,0.831588,0.452896
923,-83.0621,250,crash,0,1,0,0.167787,0.531097,0.831421,0.439134
924,-72.5954,268,crash,0,1,0,0.167393,0.553641,0.831255,0.592074
925,-123.5271,231,crash,0,1,0,0.344586,0.970536,0.831089,0.374093
926,-81.0652,212,crash,0,1,0,0.146845,0.40253,0.830923,0.376352
927,-67.744,218,crash,0,1,0,0.158047,0.486419,0.830757,0.376242
928,-71.4168,243,crash,0,1,0,0.210561,0.594433,0.83059,0.473817
929,-74.5957,213,crash,0,1,0,0.176461,0.600222,0.830424,0.439898
930,-89.3542,215,crash,0,1,0,0.307251,0.705828,0.830258,0.205653
931,-71.335,264,crash,0,1,0,0.240544,0.701017,0.830092,0.349609
932,-83.9063,208,crash,0,1,0,0.15469,0.678275,0.829926,0.602001
933,-69.0486,293,crash,0,1,0,0.192121,0.545349,0.82976,0.466859
934,-122.7003,254,crash,0,1,0,0.35652,0.975643,0.829594,0.348452
935,-71.7455,213,crash,0,1,0,0.119519,0.514693,0.829428,0.431835
936,-75.353,217,crash,0,1,0,0.140158,0.492084,0.829262,0.687416
937,-85.174,247,crash,0,1,0,0.396107,0.977566,0.829096,0.366097
938,-78.577,195,crash,0,1,0,0.393145,0.709658,0.828931,0.569238
939,-58.6231,263,crash,0,1,0,0.180063,0.582937,0.828765,0.315895
940,-74.1852,243,crash,0,1,0,0.273273,0.689831,0.828599,0.444858
941,-129.7743,198,crash,0,1,0,0.37527,0.876152,0.828433,0.544435
942,-76.539,214,crash,0,1,0,0.220912,0.62667,0.828268,0.495064
943,-81.0846,208,crash,0,1,0,0.241567,0.672015,0.828102,0.471006
944,-57.8766,187,crash,0,1,0,0.283949,0.717976,0.827936,0.315212
945,-97.223,188,crash,0,1,0,0.285401,0.820185,0.827771,0.377044
946,-69.8952,1000,timeout,0,0,1,0.154804,0.903747,0.827605,0.531867
947,-73.0739,221,crash,0,1,0,0.116269,0.316022,0.82744,0.47517
948,-57.335,242,crash,0,1,0,0.227673,0.958948,0.827274,0.551481
949,-76.4679,158,crash,0,1,0,0.227369,0.545283,0.827109,0.426597
950,-116.3579,212,crash,0,1,0,0.260373,0.803012,0.826943,0.437735
951,-80.9038,223,crash,0,1,0,0.252551,0.591151,0.826778,0.392881
952,-41.5924,313,crash,0,1,0,0.193252,0.551669,0.826613,0.395958
953,-51.6099,229,crash,0,1,0,0.285092,0.634417,0.826447,0.378676
954,-72.34,180,crash,0,1,0,0.160348,0.571749,0.826282,0.214877
955,-52.9127,208,crash,0,1,0,0.233574,0.627293,0.826117,0.502579
956,-52.8534,202,crash,0,1,0,0.164185,0.655143,0.825952,0.55757
957,-100.7045,257,crash,0,1,0,0.252213,0.71302,0.825786,0.575338
958,-87.8353,224,crash,0,1,0,0.190957,0.603388,0.825621,0.465299
959,-57.9687,259,crash,0,1,0,0.245856,1.16643,0.825456,0.464908
960,-71.338,223,crash,0,1,0,0.197725,0.571652,0.825291,0.463427
961,-46.7187,226,crash,0,1,0,0.321045,0.806328,0.825126,0.513868
962,-72.8633,253,crash,0,1,0,0.179253,0.482822,0.824961,0.371346
963,-37.0529,251,crash,0,1,0,0.222853,0.529753,0.824796,0.42622
964,-71.5932,182,crash,0,1,0,0.190205,0.724036,0.824631,0.489056
965,-65.3078,229,crash,0,1,0,0.192298,0.654338,0.824466,0.548332
966,-93.6533,235,crash,0,1,0,0.269306,0.85381,0.824301,0.487748
967,-68.9929,169,crash,0,1,0,0.144733,0.386569,0.824136,0.550798
968,-52.9721,244,crash,0,1,0,0.355445,0.871138,0.823971,0.302978
969,-51.277,214,crash,0,1,0,0.223226,0.687791,0.823807,0.473118
970,-56.4548,264,crash,0,1,0,0.200563,0.706529,0.823642,0.303747
971,-65.3616,179,crash,0,1,0,0.132086,0.434831,0.823477,0.660331
972,-81.4869,205,crash,0,1,0,0.203179,0.584929,0.823312,0.366068
973,-110.5711,208,crash,0,1,0,0.364333,1.059403,0.823148,0.354766
974,-89.1729,264,crash,0,1,0,0.201806,0.66178,0.822983,0.788082
975,-50.8667,226,crash,0,1,0,0.194207,0.513814,0.822819,0.379163
976,-57.9887,234,crash,0,1,0,0.261235,0.675746,0.822654,0.514636
977,-74.6242,236,crash,0,1,0,0.287155,0.765291,0.82249,0.386832
978,-49.4144,233,crash,0,1,0,0.165883,0.503041,0.822325,0.372565
979,-96.8605,157,crash,0,1,0,0.521399,1.023522,0.822161,0.27549
980,-91.8203,237,crash,0,1,0,0.215837,0.616988,0.821996,0.636216
981,-69.6217,236,crash,0,1,0,0.164162,0.530901,0.821832,0.482819
982,-63.5623,266,crash,0,1,0,0.116822,0.458398,0.821667,0.300086
983,-78.3289,235,crash,0,1,0,0.300957,0.658726,0.821503,0.523639
984,-82.9644,212,crash,0,1,0,0.452679,1.118585,0.821339,0.355267
985,-75.8089,237,crash,0,1,0,0.133056,0.433118,0.821174,0.505621
986,-90.4103,238,crash,0,1,0,0.227769,0.801835,0.82101,0.37283
987,-64.4802,241,crash,0,1,0,0.186621,0.448955,0.820846,0.297282
988,-82.3966,215,crash,0,1,0,0.199994,0.612854,0.820682,0.500817
989,-76.9443,207,crash,0,1,0,0.277079,0.641538,0.820518,0.594952
990,-68.8174,242,crash,0,1,0,0.155951,0.377881,0.820354,0.623729
991,-128.9609,230,crash,0,1,0,0.261875,0.732257,0.82019,0.699961
992,-80.5747,220,crash,0,1,0,0.192426,0.593449,0.820025,0.46024
993,-52.1543,186,crash,0,1,0,0.278785,0.827637,0.819861,0.263429
994,-77.67,211,crash,0,1,0,0.154287,0.415239,0.819698,0.468189
995,-39.4013,232,crash,0,1,0,0.266191,0.676944,0.819534,0.232068
996,-73.1173,191,crash,0,1,0,0.260713,0.597414,0.81937,0.237236
997,-59.7231,1000,timeout,0,0,1,0.137404,0.737198,0.819206,0.469568
998,-82.9472,215,crash,0,1,0,0.140408,0.376404,0.819042,0.470018
999,-80.173,219,crash,0,1,0,0.141618,0.54089,0.818878,0.275897
1000,-49.4015,249,crash,0,1,0,0.383429,0.977101,0.818714,0.458709
1001,-60.2413,219,crash,0,1,0,0.197765,0.690879,0.818551,0.518678
1002,-75.6512,243,crash,0,1,0,0.187998,0.541428,0.818387,0.568722
1003,-95.5851,302,crash,0,1,0,0.220745,0.735551,0.818223,0.598219
1004,-73.1968,206,crash,0,1,0,0.250838,0.587743,0.81806,0.441648
1005,-77.5057,199,crash,0,1,0,0.104465,0.314875,0.817896,0.66129
1006,-73.1036,280,crash,0,1,0,0.095038,0.324111,0.817732,0.402717
1007,-75.0358,240,crash,0,1,0,0.233352,0.532504,0.817569,0.43978
1008,-81.3201,224,crash,0,1,0,0.14964,0.573289,0.817405,0.461354
1009,-104.205,293,crash,0,1,0,0.162028,0.440152,0.817242,0.614071
1010,-75.0735,214,crash,0,1,0,0.13195,0.419603,0.817078,0.445295
1011,-79.719,222,crash,0,1,0,0.135542,0.513093,0.816915,0.530331
1012,-78.5909,264,crash,0,1,0,0.116545,0.344973,0.816752,0.53895
1013,-102.5666,228,crash,0,1,0,0.180234,0.483888,0.816588,0.372477
1014,-62.72,511,crash,0,1,0,0.259945,0.876924,0.816425,0.500227
1015,-58.2693,292,crash,0,1,0,0.221378,0.764708,0.816262,0.646871
1016,-71.1565,203,crash,0,1,0,0.144391,0.379135,0.816098,0.297184
1017,-69.291,290,crash,0,1,0,0.150997,0.448323,0.815935,0.282531
1018,-95.0309,252,crash,0,1,0,0.365033,0.857686,0.815772,0.412789
1019,-53.9332,211,crash,0,1,0,0.321909,0.755197,0.815609,0.47364
1020,-82.1087,233,crash,0,1,0,0.159551,0.556987,0.815446,0.441704
1021,-65.5166,227,crash,0,1,0,0.17984,0.498887,0.815283,0.565434
1022,-80.8713,222,crash,0,1,0,0.143776,0.358144,0.81512,0.507522
1023,-75.1423,183,crash,0,1,0,0.262601,0.657294,0.814957,0.537472
1024,-55.8003,1000,timeout,0,0,1,0.085941,0.490451,0.814794,0.462117
1025,-87.539,200,crash,0,1,0,0.291154,0.75325,0.814631,0.408073
1026,-54.1746,252,crash,0,1,0,0.20156,0.679191,0.814468,0.427099
1027,-83.7949,196,crash,0,1,0,0.101181,0.361993,0.814305,0.569854
1028,-116.8794,255,crash,0,1,0,0.387837,1.228701,0.814142,0.393269
1029,-103.1934,257,crash,0,1,0,0.305479,0.863006,0.813979,0.479554
1030,-82.3873,198,crash,0,1,0,0.149299,0.501104,0.813816,0.829887
1031,-96.7894,230,crash,0,1,0,0.375829,1.099598,0.813654,0.449491
1032,-72.4897,171,crash,0,1,0,0.226036,0.509522,0.813491,0.345747
1033,-54.0056,213,crash,0,1,0,0.316788,0.890384,0.813328,0.694273
1034,-101.4655,193,crash,0,1,0,0.371345,0.966511,0.813165,0.32538
1035,-50.5709,267,crash,0,1,0,0.174374,0.544986,0.813003,0.304339
1036,-100.7653,276,crash,0,1,0,0.193911,0.49329,0.81284,0.618722
1037,-64.6401,202,crash,0,1,0,0.216283,0.675252,0.812678,0.423718
1038,-77.9429,245,crash,0,1,0,0.201344,0.657002,0.812515,0.60823
1039,-72.6816,209,crash,0,1,0,0.287355,0.635724,0.812353,0.552114
1040,-45.2644,200,crash,0,1,0,0.334637,0.868064,0.81219,0.466064
1041,-42.3503,222,crash,0,1,0,0.35444,0.753486,0.812028,0.361975
1042,-90.1059,219,crash,0,1,0,0.195486,0.645209,0.811865,0.480543
1043,-61.9297,256,crash,0,1,0,0.253903,0.645976,0.811703,0.293739
1044,-84.5865,259,crash,0,1,0,0.183749,0.574025,0.811541,0.489291
1045,-117.4087,244,crash,0,1,0,0.245711,0.597065,0.811378,0.48875
1046,-46.355,209,crash,0,1,0,0.157167,0.520712,0.811216,0.521785
1047,-66.5652,283,crash,0,1,0,0.159269,0.630009,0.811054,0.387668
1048,-66.5582,233,crash,0,1,0,0.168596,0.623053,0.810892,0.328263
1049,-76.5171,252,crash,0,1,0,0.141435,0.510454,0.810729,0.42334
1050,-119.1526,237,crash,0,1,0,0.381047,1.008918,0.810567,0.390434
1051,-95.2506,249,crash,0,1,0,0.230353,0.565818,0.810405,0.417782
1052,-87.3166,210,crash,0,1,0,0.230935,0.567468,0.810243,0.448676
1053,-97.7249,217,crash,0,1,0,0.451983,1.056006,0.810081,0.472402
1054,-75.5598,206,crash,0,1,0,0.181652,0.703892,0.809919,0.566215
1055,-93.4119,207,crash,0,1,0,0.311231,0.845844,0.809757,0.390113
1056,-75.8908,219,crash,0,1,0,0.108999,0.412635,0.809595,0.233053
1057,-84.9581,217,crash,0,1,0,0.279104,0.861687,0.809433,0.407595
1058,-49.5347,251,crash,0,1,0,0.259092,0.667221,0.809271,0.458927
1059,-53.7471,1000,timeout,0,0,1,0.118924,0.594869,0.809109,0.347177
1060,-86.469,202,crash,0,1,0,0.372288,0.886688,0.808948,0.329663
1061,-63.4208,300,crash,0,1,0,0.273366,0.723074,0.808786,0.330203
1062,-70.0101,222,crash,0,1,0,0.22624,0.639999,0.808624,0.415341
1063,-132.6599,290,crash,0,1,0,0.186931,0.576327,0.808462,0.699823
1064,-99.1502,238,crash,0,1,0,0.176027,0.513136,0.808301,0.37866
1065,-78.8013,200,crash,0,1,0,0.278867,0.706937,0.808139,0.547629
1066,-36.0952,261,crash,0,1,0,0.216644,0.696924,0.807977,0.858763
1067,-86.1555,208,crash,0,1,0,0.204451,0.561487,0.807816,0.200109
1068,-81.2108,219,crash,0,1,0,0.140582,0.417345,0.807654,0.456278
1069,-81.3457,220,crash,0,1,0,0.176385,0.595955,0.807493,0.349653
1070,-94.4165,264,crash,0,1,0,0.159882,0.528042,0.807331,0.71162
1071,-50.9587,265,crash,0,1,0,0.222276,0.582573,0.80717,0.353395
1072,-55.2598,220,crash,0,1,0,0.252791,0.789243,0.807008,0.487902
1073,-82.0392,215,crash,0,1,0,0.208744,0.601316,0.806847,0.359202
1074,-77.8919,273,crash,0,1,0,0.244644,0.643949,0.806685,0.332517
1075,-102.2655,238,crash,0,1,0,0.447394,0.90636,0.806524,0.438107
1076,-92.2482,219,crash,0,1,0,0.321268,0.686903,0.806363,0.509463
1077,-55.1216,214,crash,0,1,0,0.239303,0.639516,0.806202,0.513351
1078,-61.2068,247,crash,0,1,0,0.192071,0.647891,0.80604,0.553996
1079,-83.7769,209,crash,0,1,0,0.134798,0.536013,0.805879,0.377413
1080,-88.6998,293,crash,0,1,0,0.249978,0.705955,0.805718,0.342058
1081,-97.6043,228,crash,0,1,0,0.190306,0.481379,0.805557,0.272934
1082,-79.4724,219,crash,0,1,0,0.133606,0.346284,0.805396,0.473206
1083,-89.1158,240,crash,0,1,0,0.231822,0.791085,0.805235,0.407862
1084,-59.9909,242,crash,0,1,0,0.232243,0.691605,0.805074,0.443562
1085,-111.5933,208,crash,0,1,0,0.353905,0.880484,0.804913,0.543387
1086,-60.5524,205,crash,0,1,0,0.239532,0.522258,0.804752,0.457488
1087,-105.155,255,crash,0,1,0,0.284643,0.945834,0.804591,0.432654
1088,-75.8037,197,crash,0,1,0,0.141004,0.429113,0.80443,0.413305
1089,-73.8848,194,crash,0,1,0,0.449935,1.036762,0.804269,0.464383
1090,-72.9331,248,crash,0,1,0,0.164176,0.617788,0.804108,0.496092
1091,-88.9722,173,crash,0,1,0,0.36566,0.882462,0.803947,0.345136
1092,-75.9681,242,crash,0,1,0,0.175478,0.555555,0.803786,0.445563
1093,-71.7044,183,crash,0,1,0,0.246333,0.674384,0.803626,0.247087
1094,-80.8751,236,crash,0,1,0,0.134118,0.483,0.803465,0.470508
1095,-56.7814,207,crash,0,1,0,0.217484,0.591622,0.803304,0.386656
1096,-55.4493,180,crash,0,1,0,0.280487,0.679738,0.803143,0.391519
1097,-54.0395,230,crash,0,1,0,0.177344,0.404826,0.802983,0.369456
1098,-143.2138,213,crash,0,1,0,0.306574,0.803652,0.802822,0.47705
1099,-105.0544,203,crash,0,1,0,0.405882,1.261665,0.802662,0.34542
1100,-88.0203,218,crash,0,1,0,0.2989,0.652732,0.802501,0.584209
1101,-2.3174,1000,timeout,0,0,1,0.098673,0.556386,0.802341,0.40998
1102,-86.388,243,crash,0,1,0,0.304081,0.75514,0.80218,0.261482
1103,-46.694,243,crash,0,1,0,0.164636,0.546727,0.80202,0.366626
1104,-58.4428,183,crash,0,1,0,0.293403,0.62545,0.801859,0.382924
1105,-121.478,256,crash,0,1,0,0.478184,1.239149,0.801699,0.444064
1106,-82.5914,227,crash,0,1,0,0.274461,0.707957,0.801539,0.634024
1107,-60.2842,185,crash,0,1,0,0.308209,0.914026,0.801378,0.296854
1108,-68.411,235,crash,0,1,0,0.152711,0.426651,0.801218,0.376756
1109,-115.545,196,crash,0,1,0,0.5394,1.121896,0.801058,0.378123
1110,-46.9754,242,crash,0,1,0,0.375807,0.893249,0.800898,0.345508
1111,-79.2653,189,crash,0,1,0,0.179682,0.535483,0.800737,0.467764
1112,-64.2227,191,crash,0,1,0,0.375037,0.831095,0.800577,0.567779
1113,-96.3788,232,crash,0,1,0,0.30361,0.855413,0.800417,0.302563
1114,-71.5915,219,crash,0,1,0,0.469515,0.941921,0.800257,0.272413
1115,-95.9765,217,crash,0,1,0,0.310326,0.62562,0.800097,0.520795
1116,-65.7933,186,crash,0,1,0,0.16355,0.545727,0.799937,0.286588
1117,-80.2479,222,crash,0,1,0,0.183929,0.587093,0.799777,0.286114
1118,-75.2305,228,crash,0,1,0,0.169322,0.538976,0.799617,0.347889
1119,-109.5115,195,crash,0,1,0,0.358018,0.878769,0.799457,0.313369
1120,-80.9312,221,crash,0,1,0,0.146549,0.447875,0.799297,0.504266
1121,-51.6425,203,crash,0,1,0,0.290983,0.653714,0.799137,0.407059
1122,-68.6605,1000,timeout,0,0,1,0.157308,0.850363,0.798978,0.511618
1123,-94.7036,220,crash,0,1,0,0.379807,1.115395,0.798818,0.541509
1124,-74.448,257,crash,0,1,0,0.202272,0.56938,0.798658,0.605702
1125,-68.9036,267,crash,0,1,0,0.164394,0.809318,0.798498,0.370774
1126,-83.4841,219,crash,0,1,0,0.453708,0.959845,0.798339,0.323309
1127,-80.1372,232,crash,0,1,0,0.167786,0.496713,0.798179,0.417312
1128,-77.7217,247,crash,0,1,0,0.173061,0.469853,0.798019,0.411832
1129,-92.312,223,crash,0,1,0,0.227173,0.681751,0.79786,0.409818
1130,-83.456,247,crash,0,1,0,0.309825,0.785784,0.7977,0.575406
1131,-64.9426,235,crash,0,1,0,0.360974,0.953206,0.797541,0.408525
1132,-107.3688,274,crash,0,1,0,0.322151,0.643953,0.797381,0.448453
1133,-88.1555,211,crash,0,1,0,0.356447,0.696645,0.797222,0.460367
1134,-66.0145,280,crash,0,1,0,0.124339,0.377144,0.797062,0.577267
1135,-52.6701,237,crash,0,1,0,0.236464,0.622484,0.796903,0.285751
1136,-59.4164,202,crash,0,1,0,0.251253,0.670765,0.796743,0.644162
1137,-98.333,196,crash,0,1,0,0.313484,0.761972,0.796584,0.518029
1138,-58.3073,239,crash,0,1,0,0.178445,0.58913,0.796425,0.569003
1139,-43.7132,228,crash,0,1,0,0.339424,0.874401,0.796265,0.30638
1140,-81.2233,166,crash,0,1,0,0.551042,1.092704,0.796106,0.433052
1141,-62.4634,255,crash,0,1,0,0.259329,1.087197,0.795947,0.352145
1142,-93.0304,269,crash,0,1,0,0.305038,0.810997,0.795788,0.385409
1143,-105.4325,193,crash,0,1,0,0.565422,1.280378,0.795629,0.522648
1144,-66.138,200,crash,0,1,0,0.149337,0.452722,0.795469,0.598387
1145,-55.4877,299,crash,0,1,0,0.250784,0.651093,0.79531,0.433432
1146,-99.8624,200,crash,0,1,0,0.367991,1.025139,0.795151,0.593239
1147,-35.7649,1000,timeout,0,0,1,0.11514,0.639826,0.794992,0.405724
1148,-40.2341,240,crash,0,1,0,0.37645,0.855296,0.794833,0.225407
1149,-84.2841,224,crash,0,1,0,0.161594,0.483015,0.794674,0.336009
1150,-45.4296,190,crash,0,1,0,0.260129,0.55581,0.794515,0.552292
1151,-90.464,180,crash,0,1,0,0.311421,0.6905,0.794356,0.511253
1152,-47.746,212,crash,0,1,0,0.408898,0.861514,0.794198,0.372363
1153,-58.5271,217,crash,0,1,0,0.356492,0.821544,0.794039,0.460234
1154,-48.3818,251,crash,0,1,0,0.244899,0.693448,0.79388,0.374539
1155,-77.2667,199,crash,0,1,0,0.474832,1.065537,0.793721,0.359919
1156,-142.0142,269,crash,0,1,0,0.301585,0.889673,0.793562,0.505383
1157,-62.4517,222,crash,0,1,0,0.160476,0.538488,0.793404,0.431201
1158,-105.8609,207,crash,0,1,0,0.483678,1.104964,0.793245,0.357594
1159,-68.562,223,crash,0,1,0,0.221503,0.591085,0.793086,0.367439
1160,-74.4718,217,crash,0,1,0,0.278643,0.632727,0.792928,0.476628
1161,-66.7416,195,crash,0,1,0,0.254958,0.691598,0.792769,0.335699
1162,-81.8797,273,crash,0,1,0,0.489126,1.336509,0.792611,0.432588
1163,-91.5047,206,crash,0,1,0,0.423583,1.158495,0.792452,0.431829
1164,-50.5897,196,crash,0,1,0,0.220699,0.616044,0.792294,0.541734
1165,-83.7208,242,crash,0,1,0,0.160308,0.65069,0.792135,0.35467
1166,-59.4582,218,crash,0,1,0,0.211694,0.55624,0.791977,0.44758
1167,-21.992,1000,timeout,0,0,1,0.12745,0.782782,0.791818,0.35497
1168,-47.2513,245,crash,0,1,0,0.41966,1.236921,0.79166,0.335507
1169,-80.7997,263,crash,0,1,0,0.178146,0.550494,0.791502,0.407822
1170,-88.9783,218,crash,0,1,0,0.188832,0.416319,0.791343,0.481757
1171,-81.2252,237,crash,0,1,0,0.510287,0.944804,0.791185,0.424316
1172,-67.6413,231,crash,0,1,0,0.357919,0.8659,0.791027,0.365388
1173,-76.9055,217,crash,0,1,0,0.58495,1.072589,0.790869,0.463529
1174,-54.1792,223,crash,0,1,0,0.195147,0.672184,0.79071,0.461266
1175,-70.0215,191,crash,0,1,0,0.612231,1.034309,0.790552,0.546437
1176,-78.4055,224,crash,0,1,0,0.569992,1.059789,0.790394,0.547641
1177,-51.7237,236,crash,0,1,0,0.269539,0.759673,0.790236,0.470098
1178,-71.6526,1000,timeout,0,0,1,0.152872,0.716597,0.790078,0.35505
1179,-82.9763,225,crash,0,1,0,0.296721,0.674046,0.78992,0.327262
1180,-52.7188,1000,timeout,0,0,1,0.124751,0.57003,0.789762,0.447143
1181,-65.5505,1000,timeout,0,0,1,0.15898,0.776746,0.789604,0.358922
1182,-94.6798,229,crash,0,1,0,0.308033,0.737193,0.789446,0.416079
1183,-112.4995,197,crash,0,1,0,0.472129,0.947403,0.789288,0.269256
1184,-75.5396,223,crash,0,1,0,0.419107,0.935564,0.78913,0.334006
1185,-83.0775,209,crash,0,1,0,0.224398,0.657423,0.788973,0.395097
1186,-80.2513,219,crash,0,1,0,0.218425,0.692648,0.788815,0.379628
1187,-67.2144,200,crash,0,1,0,0.168798,0.491068,0.788657,0.42316
1188,-63.7032,211,crash,0,1,0,0.618917,1.000887,0.788499,0.476279
1189,-56.7632,197,crash,0,1,0,0.321559,0.82048,0.788342,0.464394
1190,-81.0384,259,crash,0,1,0,0.196596,0.431046,0.788184,0.531346
1191,-94.2958,206,crash,0,1,0,0.700812,1.232154,0.788026,0.487188
1192,-66.6554,666,crash,0,1,0,0.181607,0.733342,0.787869,0.303545
1193,-90.0335,195,crash,0,1,0,0.230996,0.712855,0.787711,0.419062
1194,-62.8539,230,crash,0,1,0,0.120083,0.47115,0.787554,0.534308
1195,-45.086,243,crash,0,1,0,0.178604,0.522153,0.787396,0.393879
1196,-61.5714,210,crash,0,1,0,0.329618,0.704958,0.787239,0.348515
1197,-55.8143,201,crash,0,1,0,0.245269,0.565229,0.787081,0.333952
1198,-86.9591,179,crash,0,1,0,0.371413,0.830683,0.786924,0.501374
1199,-81.464,205,crash,0,1,0,0.218099,0.71453,0.786766,0.218881
1200,-125.7259,248,crash,0,1,0,0.323271,0.843393,0.786609,0.335641
1201,-75.7273,204,crash,0,1,0,0.416049,0.831348,0.786452,0.429685
1202,-67.9177,274,crash,0,1,0,0.251413,0.664805,0.786294,0.39727
1203,-51.2919,215,crash,0,1,0,0.337175,0.901461,0.786137,0.273741
1204,-75.9834,196,crash,0,1,0,0.340778,0.858005,0.78598,0.370926
1205,-59.3096,239,crash,0,1,0,0.195216,0.683104,0.785823,0.514579
1206,-19.0042,1000,timeout,0,0,1,0.110303,0.818158,0.785666,0.445993
1207,-76.5537,226,crash,0,1,0,0.221088,0.6796,0.785508,0.602265
1208,-61.2572,191,crash,0,1,0,0.376589,0.953165,0.785351,0.575584
1209,-50.2917,249,crash,0,1,0,0.224658,0.543513,0.785194,0.419907
1210,-71.9951,221,crash,0,1,0,0.181867,0.635946,0.785037,0.495544
1211,-58.4953,202,crash,0,1,0,0.506541,1.038595,0.78488,0.379917
1212,-100.3858,286,crash,0,1,0,0.287405,0.652712,0.784723,0.460251
1213,-63.776,208,crash,0,1,0,0.532215,1.159672,0.784566,0.581097
1214,-17.2846,1000,timeout,0,0,1,0.110283,0.637701,0.784409,0.453266
1215,-49.4825,210,crash,0,1,0,0.373678,0.811844,0.784252,0.471161
1216,-52.5808,235,crash,0,1,0,0.268131,0.797144,0.784096,0.456139
1217,-49.6887,215,crash,0,1,0,0.320598,0.702818,0.783939,0.512222
1218,-74.4329,277,crash,0,1,0,0.380519,1.11845,0.783782,0.429374
1219,-95.3856,239,crash,0,1,0,0.329158,0.75816,0.783625,0.362899
1220,-63.4391,184,crash,0,1,0,0.303211,0.669145,0.783469,0.487575
1221,-92.6335,177,crash,0,1,0,0.757838,1.526677,0.783312,0.381754
1222,-86.1246,236,crash,0,1,0,0.264226,0.700896,0.783155,0.337937
1223,-35.765,1000,timeout,0,0,1,0.156586,0.733069,0.782999,0.369635
1224,-67.9275,218,crash,0,1,0,0.140373,0.3851,0.782842,0.500142
1225,-22.0702,1000,timeout,0,0,1,0.102937,0.442778,0.782685,0.408314
1226,-30.575,1000,timeout,0,0,1,0.130529,0.678804,0.782529,0.346972
1227,-35.9754,204,crash,0,1,0,0.282123,0.797386,0.782372,0.365079
1228,-78.6903,245,crash,0,1,0,0.136727,0.524219,0.782216,0.390326
1229,-70.2161,205,crash,0,1,0,0.227093,0.533822,0.782059,0.333548
1230,-57.1954,201,crash,0,1,0,0.368268,1.035202,0.781903,0.220709
1231,-78.6885,189,crash,0,1,0,0.20078,0.493496,0.781747,0.491373
1232,-51.8336,1000,timeout,0,0,1,0.105158,0.941245,0.78159,0.356741
1233,-60.4219,197,crash,0,1,0,0.150926,0.476642,0.781434,0.651638
1234,-73.4958,197,crash,0,1,0,0.319958,0.796649,0.781278,0.376977
1235,-20.022,1000,timeout,0,0,1,0.091522,0.526761,0.781121,0.372842
1236,-45.7797,200,crash,0,1,0,0.260273,0.728071,0.780965,0.416435
1237,-41.6812,1000,timeout,0,0,1,0.088179,0.440389,0.780809,0.36473
1238,-69.0813,203,crash,0,1,0,0.172258,0.449643,0.780653,0.355579
1239,-49.8914,212,crash,0,1,0,0.38328,0.848777,0.780497,0.61124
1240,-53.0141,268,crash,0,1,0,0.157,0.433952,0.780341,0.181073
1241,-78.6753,217,crash,0,1,0,0.129614,0.435894,0.780185,0.42209
1242,-49.0385,233,crash,0,1,0,0.386921,1.041554,0.780028,0.306081
1243,-64.4358,315,crash,0,1,0,0.156564,0.53757,0.779872,0.478681
1244,-65.7447,235,crash,0,1,0,0.199501,0.741307,0.779717,0.403635
1245,-94.4257,286,crash,0,1,0,0.310549,0.783162,0.779561,0.355936
1246,-81.1306,206,crash,0,1,0,0.69719,1.371816,0.779405,0.353151
1247,-62.2845,215,crash,0,1,0,0.219624,0.453253,0.779249,0.354199
1248,-47.1526,1000,timeout,0,0,1,0.067984,0.534758,0.779093,0.431312
1249,-44.1219,216,crash,0,1,0,0.494559,1.194795,0.778937,0.417486
1250,-23.678,1000,timeout,0,0,1,0.098914,0.647001,0.778781,0.388414
1251,-118.8593,243,crash,0,1,0,0.432149,0.929189,0.778626,0.42692
1252,-80.0286,1000,timeout,0,0,1,0.190347,0.84362,0.77847,0.418782
1253,-58.2673,226,crash,0,1,0,0.167644,0.366985,0.778314,0.548256
1254,-82.2183,221,crash,0,1,0,0.178053,0.51836,0.778158,0.264647
1255,-52.4421,249,crash,0,1,0,0.24588,0.790701,0.778003,0.384196
1256,-82.0479,210,crash,0,1,0,0.61483,1.419692,0.777847,0.436525
1257,-79.1635,257,crash,0,1,0,0.195455,0.551612,0.777692,0.299344
1258,-66.4004,229,crash,0,1,0,0.175179,0.57287,0.777536,0.298723
1259,-46.5738,201,crash,0,1,0,0.286725,0.68221,0.777381,0.57668
1260,-64.7959,208,crash,0,1,0,0.178193,0.458269,0.777225,0.523971
1261,-96.5965,239,crash,0,1,0,0.232107,0.965556,0.77707,0.323684
1262,-80.4276,533,crash,0,1,0,0.203928,0.859247,0.776914,0.449799
1263,-73.012,197,crash,0,1,0,0.367282,0.902584,0.776759,0.340386
1264,-80.3205,219,crash,0,1,0,0.539366,1.04563,0.776604,0.637653
1265,-97.5702,236,crash,0,1,0,0.484338,0.989141,0.776448,0.347303
1266,-38.7545,1000,timeout,0,0,1,0.093625,0.516901,0.776293,0.421616
1267,-61.3266,207,crash,0,1,0,0.60894,1.087031,0.776138,0.34132
1268,-24.3339,1000,timeout,0,0,1,0.145851,0.821397,0.775982,0.387227
