Episodio,Reward Direita,Reward Esquerda,Passos
627,58.25115632553828,46.36944757519463,1053
628,7.561390415444375,33.728445332078095,563
629,9.013055555555558,8.197500000000002,210
630,7.839166666666669,5.957916666666669,178
631,8.500694444444447,7.195138888888884,191
632,6.406388888888886,8.95986111111111,218
633,4.355000000000001,8.926111111111116,211
634,3.311249211460469,67.81663999755072,435
635,32.22250114284947,3.852010387416348,438
636,5.047466022592294,30.09389772717703,436
637,32.848060594700485,5.676419609326063,483
638,9.519583333333346,8.887777777777783,223
639,9.261805555555556,8.57361111111111,221
640,6.480277777777779,9.348611111111113,240
641,32.41492442866231,7.409632258212799,536
642,9.389444444444448,9.004861111111111,245
643,4.603194444444445,8.749027777777778,205
644,8.734166666666667,7.832222222222221,203
645,8.051666666666666,7.623194444444443,187
646,4.815928670924896,36.285661326117875,535
647,4.620171171787426,27.326079241880443,443
648,32.90468555774197,6.657814442258049,522
649,7.51194444444444,8.764861111111115,208
650,8.519707580022056,35.17860182229484,648
651,5.749722222222224,7.70152777777778,172
652,32.72577731171688,3.5128337993942242,461
653,8.403194444444447,6.644444444444444,191
654,7.4354166666666694,4.438055555555555,163
655,8.215555555555557,6.140138888888892,184
656,8.520555555555559,8.979722222222218,234
657,36.665674693770065,11.256050656029178,701
658,26.30777409406297,4.523010387977687,474
659,33.96201938874187,1.2455788823459706,502
660,28.337772804528605,1.4372031761446653,500
661,41.70340345035501,23.586926583614108,1053
662,5.4077777777777785,9.281527777777775,248
663,4.9813888888888895,8.54361111111111,201
664,27.40739387878518,60.484044123379256,1072
665,8.118333333333334,3.1420833333333325,182
666,8.274999999999999,4.155555555555556,180
667,5.394166666666669,8.239444444444445,204
668,6.755416666666669,8.068055555555555,195
669,8.794722222222228,4.984444444444444,212
670,5.224722222222227,7.55347222222222,174
671,7.751666666666669,3.804722222222223,167
672,8.625277777777779,4.919999999999998,193
673,6.04777777777778,7.686805555555556,180
674,8.490555555555552,3.767083333333336,189
675,5.755694444444447,8.11013888888889,188
676,6.425138888888889,8.236388888888888,198
677,9.786388888888885,6.539444444444449,242
678,9.148750000000003,5.604166666666669,208
679,8.124166666666664,5.205,180
680,8.71458333333333,6.0019444444444465,207
