Episodio,Score,Passos
1949,0,15
1950,0,24
1951,0,79
1952,0,7
1953,0,91
1954,0,41
1955,0,124
1956,0,45
1957,0,6
1958,0,4
1959,0,62
1960,0,86
1961,0,152
1962,0,31
1963,0,130
1964,0,91
1965,0,182
1966,0,52
1967,0,203
1968,0,19
1969,0,49
1970,0,202
1971,0,111
1972,0,180
1973,0,86
1974,0,154
1975,0,101
1976,0,331
1977,0,59
1978,0,32
1979,0,7
1980,0,151
1981,0,110
1982,0,4
1983,0,17
1984,0,180
1985,0,13
1986,0,48
1987,0,110
1988,0,3
1989,0,12
1990,0,136
1991,0,257
1992,0,6
1993,0,39
1994,0,1
1995,0,78
1996,0,13
1997,0,3
1998,0,8
1999,0,150
2000,0,205
2001,0,203
2002,0,10
2003,0,119
2004,0,487
2005,0,52
2006,0,3
2007,0,7
2008,0,13
2009,0,93
2010,0,42
2011,0,33
2012,0,12
2013,0,77
2014,0,8
2015,0,218
2016,0,2
2017,0,135
2018,0,15
2019,0,45
2020,0,4
2021,0,17
2022,0,32
2023,0,2
2024,0,250
2025,0,50
2026,0,59
2027,0,135
2028,0,132
2029,0,215
2030,0,9
2031,0,196
2032,0,314
2033,0,46
2034,0,22
2035,0,8
2036,0,8
2037,0,111
2038,0,261
2039,0,176
2040,0,17
2041,0,58
2042,0,103
2043,0,81
2044,0,90
2045,0,92
2046,0,16
2047,0,11
2048,0,61
2049,0,139
2050,0,61
2051,0,5
2052,0,26
2053,0,32
2054,0,6
2055,0,48
2056,0,59
2057,0,155
2058,0,11
2059,0,73
2060,0,103
2061,0,26
2062,0,49
2063,0,2
2064,0,1
2065,0,285
2066,0,36
2067,0,6
2068,0,10
2069,0,85
2070,0,25
2071,0,91
2072,0,19
2073,0,230
2074,0,114
2075,0,167
2076,0,101
2077,0,105
2078,0,3
2079,0,7
2080,0,5
2081,0,61
2082,0,18
2083,0,90
2084,0,22
2085,0,59
2086,0,54
2087,0,91
2088,0,22
2089,0,177
2090,0,49
2091,0,28
2092,0,163
2093,0,26
2094,0,2
2095,0,120
2096,0,15
2097,0,33
2098,0,275
2099,0,7
2100,0,20
2101,0,90
2102,0,81
2103,0,112
2104,0,9
2105,0,14
2106,0,108
2107,0,35
2108,0,72
2109,0,33
2110,0,159
2111,0,20
2112,0,92
2113,0,57
2114,0,7
2115,0,27
2116,0,77
2117,0,18
2118,0,63
2119,0,188
2120,0,7
2121,0,11
2122,0,16
2123,0,23
2124,0,17
2125,0,53
2126,0,4
2127,0,222
2128,0,108
2129,0,40
2130,0,30
2131,0,282
2132,0,3
2133,0,97
2134,0,29
2135,0,269
2136,0,145
